Price,Close,High,Low,Open,Volume
Ticker,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X
Datetime,,,,,
2025-05-08 01:00:00+0000,1.3295927047729492,1.3295927047729492,1.3295927047729492,1.3295927047729492,0
2025-05-08 01:01:00+0000,1.3296457529067993,1.3296457529067993,1.3296457529067993,1.3296457529067993,0
2025-05-08 01:02:00+0000,1.3299463987350464,1.3299463987350464,1.3299463987350464,1.3299463987350464,0
2025-05-08 01:03:00+0000,1.3300172090530396,1.3300172090530396,1.3300172090530396,1.3300172090530396,0
2025-05-08 01:04:00+0000,1.3299109935760498,1.3299109935760498,1.3299109935760498,1.3299109935760498,0
2025-05-08 01:05:00+0000,1.329981803894043,1.329981803894043,1.329981803894043,1.329981803894043,0
2025-05-08 01:06:00+0000,1.3303710222244263,1.3303710222244263,1.3303710222244263,1.3303710222244263,0
2025-05-08 01:07:00+0000,1.3303887844085693,1.3303887844085693,1.3303887844085693,1.3303887844085693,0
2025-05-08 01:08:00+0000,1.3304595947265625,1.3304595947265625,1.3304595947265625,1.3304595947265625,0
2025-05-08 01:09:00+0000,1.3305480480194092,1.3305480480194092,1.3305480480194092,1.3305480480194092,0
2025-05-08 01:10:00+0000,1.3304064273834229,1.3304064273834229,1.3304064273834229,1.3304064273834229,0
2025-05-08 01:11:00+0000,1.3305126428604126,1.3305126428604126,1.3305126428604126,1.3305126428604126,0
2025-05-08 01:12:00+0000,1.3306896686553955,1.3306896686553955,1.3306896686553955,1.3306896686553955,0
2025-05-08 01:13:00+0000,1.3309376239776611,1.3309376239776611,1.3309376239776611,1.3309376239776611,0
2025-05-08 01:14:00+0000,1.3309907913208008,1.3309907913208008,1.3309907913208008,1.3309907913208008,0
2025-05-08 01:15:00+0000,1.3309553861618042,1.3309553861618042,1.3309553861618042,1.3309553861618042,0
2025-05-08 01:16:00+0000,1.3309907913208008,1.3309907913208008,1.3309907913208008,1.3309907913208008,0
2025-05-08 01:17:00+0000,1.33109712600708,1.33109712600708,1.33109712600708,1.33109712600708,0
2025-05-08 01:18:00+0000,1.331238865852356,1.331238865852356,1.331238865852356,1.331238865852356,0
2025-05-08 01:19:00+0000,1.331079363822937,1.331079363822937,1.331079363822937,1.331079363822937,0
2025-05-08 01:20:00+0000,1.3309022188186646,1.3309022188186646,1.3309022188186646,1.3309022188186646,0
2025-05-08 01:21:00+0000,1.3307960033416748,1.3307960033416748,1.3307960033416748,1.3307960033416748,0
2025-05-08 01:22:00+0000,1.3310085535049438,1.3310085535049438,1.3310085535049438,1.3310085535049438,0
2025-05-08 01:23:00+0000,1.3307604789733887,1.3307604789733887,1.3307604789733887,1.3307604789733887,0
2025-05-08 01:24:00+0000,1.3306896686553955,1.3306896686553955,1.3306896686553955,1.3306896686553955,0
2025-05-08 01:25:00+0000,1.330477237701416,1.330477237701416,1.330477237701416,1.330477237701416,0
2025-05-08 01:26:00+0000,1.3303357362747192,1.3303357362747192,1.3303357362747192,1.3303357362747192,0
2025-05-08 01:27:00+0000,1.3305304050445557,1.3305304050445557,1.3305304050445557,1.3305304050445557,0
2025-05-08 01:28:00+0000,1.3304064273834229,1.3304064273834229,1.3304064273834229,1.3304064273834229,0
2025-05-08 01:29:00+0000,1.3305834531784058,1.3305834531784058,1.3305834531784058,1.3305834531784058,0
2025-05-08 01:30:00+0000,1.3305658102035522,1.3305658102035522,1.3305658102035522,1.3305658102035522,0
2025-05-08 01:31:00+0000,1.3307074308395386,1.3307074308395386,1.3307074308395386,1.3307074308395386,0
2025-05-08 01:32:00+0000,1.330725073814392,1.330725073814392,1.330725073814392,1.330725073814392,0
2025-05-08 01:33:00+0000,1.3307782411575317,1.3307782411575317,1.3307782411575317,1.3307782411575317,0
2025-05-08 01:34:00+0000,1.3305834531784058,1.3305834531784058,1.3305834531784058,1.3305834531784058,0
2025-05-08 01:35:00+0000,1.3303710222244263,1.3303710222244263,1.3303710222244263,1.3303710222244263,0
2025-05-08 01:36:00+0000,1.3305480480194092,1.3305480480194092,1.3305480480194092,1.3305480480194092,0
2025-05-08 01:37:00+0000,1.3306366205215454,1.3306366205215454,1.3306366205215454,1.3306366205215454,0
2025-05-08 01:38:00+0000,1.3305834531784058,1.3305834531784058,1.3305834531784058,1.3305834531784058,0
2025-05-08 01:39:00+0000,1.3307428359985352,1.3307428359985352,1.3307428359985352,1.3307428359985352,0
2025-05-08 01:40:00+0000,1.3307960033416748,1.3307960033416748,1.3307960033416748,1.3307960033416748,0
2025-05-08 01:41:00+0000,1.3307960033416748,1.3307960033416748,1.3307960033416748,1.3307960033416748,0
2025-05-08 01:42:00+0000,1.3307074308395386,1.3307074308395386,1.3307074308395386,1.3307074308395386,0
2025-05-08 01:43:00+0000,1.3304418325424194,1.3304418325424194,1.3304418325424194,1.3304418325424194,0
2025-05-08 01:44:00+0000,1.3305126428604126,1.3305126428604126,1.3305126428604126,1.3305126428604126,0
2025-05-08 01:45:00+0000,1.3307782411575317,1.3307782411575317,1.3307782411575317,1.3307782411575317,0
2025-05-08 01:46:00+0000,1.3308136463165283,1.3308136463165283,1.3308136463165283,1.3308136463165283,0
2025-05-08 01:47:00+0000,1.3311147689819336,1.3311147689819336,1.3311147689819336,1.3311147689819336,0
2025-05-08 01:48:00+0000,1.3311325311660767,1.3311325311660767,1.3311325311660767,1.3311325311660767,0
2025-05-08 01:49:00+0000,1.3313097953796387,1.3313097953796387,1.3313097953796387,1.3313097953796387,0
2025-05-08 01:50:00+0000,1.3313097953796387,1.3313097953796387,1.3313097953796387,1.3313097953796387,0
2025-05-08 01:51:00+0000,1.3314515352249146,1.3314515352249146,1.3314515352249146,1.3314515352249146,0
2025-05-08 01:52:00+0000,1.333031177520752,1.333031177520752,1.333031177520752,1.333031177520752,0
2025-05-08 01:53:00+0000,1.3335111141204834,1.3335111141204834,1.3335111141204834,1.3335111141204834,0
2025-05-08 01:54:00+0000,1.333866834640503,1.333866834640503,1.333866834640503,1.333866834640503,0
2025-05-08 01:55:00+0000,1.3335822820663452,1.3335822820663452,1.3335822820663452,1.3335822820663452,0
2025-05-08 01:56:00+0000,1.3332089185714722,1.3332089185714722,1.3332089185714722,1.3332089185714722,0
2025-05-08 01:57:00+0000,1.333280086517334,1.333280086517334,1.333280086517334,1.333280086517334,0
2025-05-08 01:58:00+0000,1.3339558839797974,1.3339558839797974,1.3339558839797974,1.3339558839797974,0
2025-05-08 01:59:00+0000,1.334329605102539,1.334329605102539,1.334329605102539,1.334329605102539,0
2025-05-08 02:01:00+0000,1.3345789909362793,1.3345789909362793,1.3345789909362793,1.3345789909362793,0
2025-05-08 02:02:00+0000,1.3347926139831543,1.3347926139831543,1.3347926139831543,1.3347926139831543,0
2025-05-08 02:03:00+0000,1.3347214460372925,1.3347214460372925,1.3347214460372925,1.3347214460372925,0
2025-05-08 02:04:00+0000,1.3343652486801147,1.3343652486801147,1.3343652486801147,1.3343652486801147,0
2025-05-08 02:05:00+0000,1.3346501588821411,1.3346501588821411,1.3346501588821411,1.3346501588821411,0
2025-05-08 02:06:00+0000,1.334329605102539,1.334329605102539,1.334329605102539,1.334329605102539,0
2025-05-08 02:07:00+0000,1.3342761993408203,1.3342761993408203,1.3342761993408203,1.3342761993408203,0
2025-05-08 02:08:00+0000,1.334329605102539,1.334329605102539,1.334329605102539,1.334329605102539,0
2025-05-08 02:09:00+0000,1.3340448141098022,1.3340448141098022,1.3340448141098022,1.3340448141098022,0
2025-05-08 02:10:00+0000,1.3334577083587646,1.3334577083587646,1.3334577083587646,1.3334577083587646,0
2025-05-08 02:11:00+0000,1.3338490724563599,1.3338490724563599,1.3338490724563599,1.3338490724563599,0
2025-05-08 02:12:00+0000,1.3337067365646362,1.3337067365646362,1.3337067365646362,1.3337067365646362,0
2025-05-08 02:13:00+0000,1.3335111141204834,1.3335111141204834,1.3335111141204834,1.3335111141204834,0
2025-05-08 02:14:00+0000,1.3335111141204834,1.3335111141204834,1.3335111141204834,1.3335111141204834,0
2025-05-08 02:15:00+0000,1.3335111141204834,1.3335111141204834,1.3335111141204834,1.3335111141204834,0
2025-05-08 02:16:00+0000,1.333760142326355,1.333760142326355,1.333760142326355,1.333760142326355,0
2025-05-08 02:17:00+0000,1.3339736461639404,1.3339736461639404,1.3339736461639404,1.3339736461639404,0
2025-05-08 02:18:00+0000,1.3341338634490967,1.3341338634490967,1.3341338634490967,1.3341338634490967,0
2025-05-08 02:19:00+0000,1.3343117237091064,1.3343117237091064,1.3343117237091064,1.3343117237091064,0
2025-05-08 02:20:00+0000,1.3345611095428467,1.3345611095428467,1.3345611095428467,1.3345611095428467,0
2025-05-08 02:21:00+0000,1.3344898223876953,1.3344898223876953,1.3344898223876953,1.3344898223876953,0
