Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-05-08 13:30:00+0000,197.99000549316406,198.05999755859375,197.66000366210938,197.74000549316406,1897010
2025-05-08 13:31:00+0000,197.64999389648438,198.1300048828125,197.5500030517578,198.00999450683594,191258
2025-05-08 13:32:00+0000,197.66000366210938,197.67999267578125,197.25999450683594,197.63999938964844,241724
2025-05-08 13:33:00+0000,197.0800018310547,197.63999938964844,197.07009887695312,197.63999938964844,130419
2025-05-08 13:34:00+0000,197.0500030517578,197.36000061035156,196.92999267578125,197.0500030517578,242091
2025-05-08 13:35:00+0000,197.46499633789062,197.55999755859375,197.07000732421875,197.0800018310547,163014
2025-05-08 13:36:00+0000,197.22999572753906,197.5998992919922,197.17999267578125,197.49099731445312,135665
2025-05-08 13:37:00+0000,197.36500549316406,197.50909423828125,197.22000122070312,197.23500061035156,113657
2025-05-08 13:38:00+0000,197.0200958251953,197.38999938964844,197.01849365234375,197.3699951171875,102822
2025-05-08 13:39:00+0000,196.83999633789062,197.10049438476562,196.7100067138672,197.00999450683594,202788
2025-05-08 13:40:00+0000,196.38009643554688,196.97000122070312,196.3800048828125,196.8300018310547,207281
2025-05-08 13:41:00+0000,196.5399932861328,196.6199951171875,196.25999450683594,196.3800048828125,164135
2025-05-08 13:42:00+0000,196.42999267578125,196.61000061035156,196.3300018310547,196.5500030517578,151203
2025-05-08 13:43:00+0000,196.55999755859375,196.58999633789062,196.3249969482422,196.42999267578125,135709
2025-05-08 13:44:00+0000,196.6497039794922,196.66000366210938,196.5500030517578,196.5850067138672,102197
2025-05-08 13:45:00+0000,196.4199981689453,196.6199951171875,196.36000061035156,196.58999633789062,159399
2025-05-08 13:46:00+0000,196.48959350585938,196.53990173339844,196.39999389648438,196.44000244140625,92216
2025-05-08 13:47:00+0000,196.6092071533203,196.6199951171875,196.32000732421875,196.47999572753906,115842
2025-05-08 13:48:00+0000,196.55999755859375,196.6199951171875,196.43960571289062,196.60000610351562,108151
2025-05-08 13:49:00+0000,196.52999877929688,196.58999633789062,196.3800048828125,196.55999755859375,110917
2025-05-08 13:50:00+0000,196.72999572753906,196.72999572753906,196.32000732421875,196.5399932861328,112530
2025-05-08 13:51:00+0000,196.7740020751953,196.86000061035156,196.68499755859375,196.75,125357
2025-05-08 13:52:00+0000,196.72000122070312,196.8278045654297,196.5399932861328,196.77940368652344,99573
2025-05-08 13:53:00+0000,196.5970001220703,196.77000427246094,196.55999755859375,196.72039794921875,71029
2025-05-08 13:54:00+0000,196.44000244140625,196.60000610351562,196.41000366210938,196.57000732421875,81411
2025-05-08 13:55:00+0000,196.41000366210938,196.5198974609375,196.3800048828125,196.47500610351562,58883
2025-05-08 13:56:00+0000,196.2698974609375,196.46499633789062,196.2115936279297,196.4199981689453,132408
2025-05-08 13:57:00+0000,196.5800018310547,196.58999633789062,196.24000549316406,196.27000427246094,95423
2025-05-08 13:58:00+0000,196.30999755859375,196.5800018310547,196.25,196.5800018310547,145305
2025-05-08 13:59:00+0000,196.14999389648438,196.3300018310547,196.0821075439453,196.32000732421875,142519
2025-05-08 14:00:00+0000,196.10000610351562,196.22000122070312,195.97999572753906,196.14999389648438,213725
2025-05-08 14:01:00+0000,196.09500122070312,196.11439514160156,195.9833984375,196.08999633789062,160937
2025-05-08 14:02:00+0000,195.98500061035156,196.11000061035156,195.88999938964844,196.0800018310547,139756
2025-05-08 14:03:00+0000,196.1699981689453,196.27000427246094,195.98500061035156,195.98500061035156,137425
